log_id,machine_id,operator_id,timestamp,engine_hours,rpm,hydraulic_pressure,fuel_level,fuel_used_l,idle_time_min,active_time_min,speed_kph,tilt_angle,temperature_c,engine_load_pct,seatbelt,proximity_alert,fault_codes,weather,ground_condition,shift
515,EXC005,OP009,2024-01-11 17:00:00,3385.1,1391,132.8,65.3,4.69,7,113,17.4,14.5,32.7,55.4,unfastened,0,NONE,Windy,Muddy,night
516,EXC003,OP006,2024-01-11 17:30:00,7037.4,2299,236.8,52.3,10.52,19,65,5.0,21.0,41.0,64.1,fastened,1,NONE,Windy,Muddy,day
517,EXC005,OP007,2024-01-11 18:00:00,4602.5,876,131.5,94.7,12.98,64,12,18.0,12.4,105.3934329434405,97.5,fastened,0,NONE,Sunny,Frozen,day
518,EXC002,OP006,2024-01-11 18:30:00,1954.0,1090,270.6,82.8,5.82,86,75,9.5,4.5,51.3,86.4,fastened,0,NONE,Windy,Muddy,night
519,EXC004,OP007,2024-01-11 19:00:00,635.8,1418,142.7,8.3,7.28,29,103,4.1,3.7,68.5,54.5,fastened,0,P0562,Rainy,Frozen,day
520,EXC005,OP007,2024-01-11 19:30:00,9891.7,2266,242.1,60.4,12.77,45,19,13.0,16.9,97.5,95.2,fastened,0,NONE,Sunny,Frozen,day
521,EXC005,OP001,2024-01-11 20:00:00,3540.7,610,227.9,19.2,14.65,51,30,0.9,0.0,44.3,88.9,fastened,0,NONE,Sunny,Muddy,night
522,EXC004,OP002,2024-01-11 20:30:00,6233.8,1715,193.6,95.1,6.83,23,64,12.4,19.3,58.5,96.5,fastened,1,NONE,Sunny,Muddy,day
523,EXC003,OP001,2024-01-11 21:00:00,10841.9,604,242.0,69.2,11.45,33,54,15.0,0.6,30.8,63.4,fastened,0,NONE,Cloudy,Dry,night
524,EXC003,OP008,2024-01-11 21:30:00,336.6,1172,286.2,47.9,12.13,40,21,6.3,13.3,67.1,78.7,unfastened,0,NONE,Rainy,Frozen,night
525,EXC003,OP009,2024-01-11 22:00:00,6614.0,915,126.4,96.2,16.76,1,31,6.0,8.6,108.78774042727265,62.1,fastened,0,NONE,Cloudy,Dry,day
526,EXC002,OP004,2024-01-11 22:30:00,11470.4,1056,248.8,37.0,14.28,74,66,4.9,13.5,109.58055869743484,65.6,fastened,1,P0217,Sunny,Dry,night
527,EXC002,OP001,2024-01-11 23:00:00,9730.5,1034,190.2,47.2,3.9,81,75,7.3,17.2,96.5,78.9,unfastened,0,P0100,Cloudy,Dry,day
528,EXC004,OP001,2024-01-11 23:30:00,2709.8,1581,248.3,42.9,11.45,62,19,10.3,2.5,104.9,64.1,fastened,1,NONE,Rainy,Dry,day
529,EXC004,OP005,2024-01-12 00:00:00,2490.4,1992,292.5,17.5,17.26,39,88,13.7,20.8,59.4,64.3,fastened,0,NONE,Cloudy,Frozen,day
530,EXC004,OP007,2024-01-12 00:30:00,9173.6,1568,243.6,19.2,7.12,13,49,16.0,13.1,52.6,71.4,fastened,0,P0100,Windy,Wet,day
531,EXC004,OP004,2024-01-12 01:00:00,1048.8,1962,135.2,61.1,13.89,29,119,9.9,8.4,90.7,46.2,fastened,1,P0217,Windy,Dry,night
532,EXC003,OP007,2024-01-12 01:30:00,7232.4,1567,191.5,11.6,9.94,39,114,8.5,21.5,85.8,97.2,fastened,0,NONE,Sunny,Dry,day
533,EXC003,OP002,2024-01-12 02:00:00,2885.8,1839,220.9,93.5,8.16,17,78,6.7,17.9,60.2,88.0,fastened,0,NONE,Rainy,Muddy,day
534,EXC004,OP008,2024-01-12 02:30:00,10087.2,1129,127.9,36.1,10.48,67,10,10.7,3.6,102.4,68.0,unfastened,1,NONE,Sunny,Frozen,day
535,EXC002,OP004,2024-01-12 03:00:00,4615.1,1190,241.6,35.5,7.94,40,23,2.6,1.9,66.3,83.8,fastened,1,NONE,Sunny,Dry,night
536,EXC001,OP010,2024-01-12 03:30:00,5038.2,879,256.9,18.3,6.07,62,40,8.4,20.3,104.9,97.9,fastened,0,NONE,Rainy,Wet,night
537,EXC004,OP008,2024-01-12 04:00:00,9553.5,1536,267.8,38.3,13.82,46,58,9.2,12.9,100.7,70.0,fastened,0,P0562,Windy,Wet,night
538,EXC002,OP005,2024-01-12 04:30:00,1148.2,930,126.4,70.7,9.82,17,50,11.3,10.2,105.9,82.0,fastened,0,NONE,Windy,Frozen,night
539,EXC004,OP010,2024-01-12 05:00:00,7251.4,1725,255.1,95.9,16.86,58,95,1.2,1.7,38.7,44.9,fastened,0,NONE,Windy,Dry,night
540,EXC005,OP010,2024-01-12 05:30:00,11555.2,2355,180.6,23.3,0.65,66,74,7.7,11.9,51.4,95.5,fastened,0,NONE,Rainy,Dry,night
541,EXC002,OP002,2024-01-12 06:00:00,7839.5,2192,146.5,21.9,13.96,38,42,13.7,6.0,59.7,49.6,fastened,0,NONE,Rainy,Dry,night
542,EXC001,OP006,2024-01-12 06:30:00,1073.3,1442,215.4,18.2,3.25,60,116,14.1,4.2,89.5,86.5,fastened,0,NONE,Windy,Frozen,day
543,EXC001,OP007,2024-01-12 07:00:00,10911.5,2385,226.0,59.5,13.82,88,108,9.8,8.6,53.5,68.3,fastened,0,NONE,Windy,Dry,night
544,EXC003,OP004,2024-01-12 07:30:00,1634.5,1444,200.5,16.1,15.73,21,80,15.7,0.8,46.6,77.4,unfastened,0,P0562,Rainy,Muddy,day
545,EXC005,OP010,2024-01-12 08:00:00,4489.3,1885,299.4508458552703,13.4,14.22,80,34,13.6,13.2,57.5,74.6,fastened,0,P0217,Sunny,Wet,day
546,EXC005,OP007,2024-01-12 08:30:00,2262.0,2358,134.3,75.7,10.89,27,108,14.4,13.7,54.9,64.1,fastened,0,P0562,Cloudy,Frozen,day
547,EXC005,OP008,2024-01-12 09:00:00,8690.0,1553,189.6,80.4,2.65,3,90,14.3,15.3,95.2,95.2,fastened,0,NONE,Cloudy,Dry,day
548,EXC001,OP002,2024-01-12 09:30:00,3252.2,2252,158.7,34.9,17.31,37,27,13.1,0.5,109.2,58.0,fastened,0,NONE,Sunny,Wet,night
549,EXC001,OP010,2024-01-12 10:00:00,3207.2,1636,110.7,60.2,6.21,73,29,15.4,3.9,54.3,53.4,fastened,0,NONE,Windy,Wet,day
550,EXC005,OP010,2024-01-12 10:30:00,5021.4,716,174.6,75.5,0.99,60,41,1.7,17.0,34.1,91.9,unfastened,0,NONE,Rainy,Wet,day
551,EXC004,OP010,2024-01-12 11:00:00,3504.5,2271,258.0,9.7,0.53,29,79,9.1,12.6,87.7,57.1,fastened,0,NONE,Cloudy,Wet,day
552,EXC005,OP005,2024-01-12 11:30:00,9436.2,2035,215.1,65.3,13.43,85,107,14.9,0.2,68.4,46.3,fastened,0,NONE,Cloudy,Muddy,day
553,EXC005,OP010,2024-01-12 12:00:00,6367.5,1767,192.1,32.2,15.08,88,25,2.0,16.1,64.7,49.1,fastened,0,NONE,Windy,Dry,night
554,EXC004,OP001,2024-01-12 12:30:00,6715.5,1046,204.4,43.9,14.55,89,10,2.8,9.2,58.1,60.7,fastened,1,NONE,Sunny,Frozen,day
555,EXC003,OP003,2024-01-12 13:00:00,2023.4,1117,168.8,38.8,10.28,49,85,7.2,5.8,67.6,90.9,fastened,0,NONE,Rainy,Frozen,night
556,EXC004,OP007,2024-01-12 13:30:00,10970.5,1900,126.9,73.2,11.56,62,59,10.2,16.6,40.9,78.5,unfastened,0,NONE,Cloudy,Dry,night
557,EXC004,OP008,2024-01-12 14:00:00,4251.7,2037,229.9,49.5,16.37,47,18,13.0,7.9,79.0,47.3,fastened,0,P0217,Sunny,Frozen,day
558,EXC005,OP002,2024-01-12 14:30:00,4590.8,2376,279.4,77.2,12.11,37,59,10.1,10.0,104.4,71.0,fastened,1,NONE,Rainy,Muddy,day
559,EXC005,OP003,2024-01-12 15:00:00,2984.4,1418,273.6,34.9,6.65,47,14,3.9,18.9,103.5,76.1,fastened,0,NONE,Sunny,Frozen,night
560,EXC001,OP001,2024-01-12 15:30:00,11526.2,861,151.3,56.4,17.13,6,114,15.3,3.3,89.0,86.9,fastened,0,NONE,Windy,Dry,day
561,EXC005,OP002,2024-01-12 16:00:00,7323.9,1129,195.5,91.2,17.4,14,104,4.8,12.4,61.2,72.7,fastened,0,NONE,Sunny,Frozen,night
562,EXC004,OP001,2024-01-12 16:30:00,825.4,2290,221.5,46.6,11.49,53,59,15.4,2.3,103.7,59.9,fastened,1,NONE,Windy,Wet,night
563,EXC004,OP010,2024-01-12 17:00:00,2392.1,652,276.5,59.7,10.41,37,100,8.9,21.5,82.8,97.8,unfastened,0,P0562,Rainy,Wet,night
564,EXC002,OP009,2024-01-12 17:30:00,5817.3,1604,143.2,68.7,16.89,43,109,0.7,6.9,70.3,55.1,fastened,0,P0100,Rainy,Muddy,night
565,EXC003,OP007,2024-01-12 18:00:00,2335.4,1412,129.1,91.7,14.12,82,13,8.6,20.0,52.7,95.9,fastened,0,P0100,Sunny,Frozen,day
566,EXC005,OP001,2024-01-12 18:30:00,7299.9,1229,305.0,65.4,2.58,60,74,11.8,8.1,90.4,52.1,fastened,0,NONE,Sunny,Dry,day
567,EXC001,OP008,2024-01-12 19:00:00,3764.0,2215,132.1,63.2,17.27,6,34,15.8,18.6,93.8,70.0,fastened,1,NONE,Sunny,Dry,night
568,EXC003,OP006,2024-01-12 19:30:00,4260.4,2294,317.6,84.2,13.18,86,42,10.5,16.8,74.7,46.4,fastened,0,P0100,Cloudy,Dry,night
569,EXC005,OP008,2024-01-12 20:00:00,9461.2,637,231.8,99.2,13.43,77,79,17.8,5.1,52.9,91.8,fastened,0,NONE,Cloudy,Frozen,night
570,EXC004,OP005,2024-01-12 20:30:00,6340.0,1121,209.8,90.4,7.52,15,26,6.9,14.2,61.1,68.4,fastened,0,NONE,Sunny,Dry,night
571,EXC001,OP001,2024-01-12 21:00:00,1445.0,2347,316.8884863510121,16.9,0.65,76,111,4.4,5.1,79.9,91.3,fastened,0,NONE,Cloudy,Dry,night
572,EXC001,OP010,2024-01-12 21:30:00,4525.5,715,289.3,69.3,5.26,33,63,8.0,0.4,47.8,87.8,fastened,1,P0217,Rainy,Dry,day
573,EXC003,OP009,2024-01-12 22:00:00,10766.5,862,137.9,36.2,6.29,88,105,11.9,6.6,67.7,51.0,fastened,0,NONE,Rainy,Wet,day
574,EXC002,OP010,2024-01-12 22:30:00,10169.3,1310,188.3,44.4,8.48,51,11,1.7,15.6,33.4,43.4,fastened,0,NONE,Rainy,Dry,night
575,EXC005,OP007,2024-01-12 23:00:00,9142.1,1317,110.6,66.3,12.77,81,97,1.6,3.9,94.4,93.2,unfastened,1,NONE,Windy,Wet,day
576,EXC005,OP010,2024-01-12 23:30:00,10138.0,1873,105.0,18.8,8.39,31,46,11.2,13.8,60.5,72.6,fastened,0,NONE,Cloudy,Dry,day
577,EXC005,OP001,2024-01-13 00:00:00,1189.0,833,260.5,70.8,7.01,61,87,6.9,16.8,65.6,89.4,fastened,0,NONE,Windy,Wet,night
578,EXC002,OP005,2024-01-13 00:30:00,1553.9,1791,145.7,32.9,4.84,15,67,14.1,6.8,100.8,80.0,fastened,1,NONE,Sunny,Wet,night
579,EXC002,OP004,2024-01-13 01:00:00,321.8,1712,232.2,82.8,13.95,7,73,4.7,2.2,61.7,84.6,fastened,0,NONE,Rainy,Wet,night
580,EXC003,OP005,2024-01-13 01:30:00,1587.8,1452,259.1,40.3,14.28,53,71,7.8,13.1,68.0,68.0,fastened,0,NONE,Windy,Wet,day
581,EXC001,OP001,2024-01-13 02:00:00,9900.2,1325,208.2,9.7,6.86,21,63,9.3,2.9,53.6,82.5,fastened,1,NONE,Sunny,Dry,night
582,EXC004,OP009,2024-01-13 02:30:00,551.4,647,244.4,61.9,4.31,67,58,17.0,0.1,94.6,93.3,fastened,0,NONE,Sunny,Dry,day
583,EXC005,OP003,2024-01-13 03:00:00,5635.6,1078,153.1,76.2,4.35,0,117,0.1,2.9,64.9,81.1,fastened,1,NONE,Rainy,Frozen,night
584,EXC001,OP002,2024-01-13 03:30:00,3040.7,1553,279.9,63.6,12.1,33,116,3.9,5.9,68.6,94.0,fastened,0,NONE,Rainy,Dry,night
585,EXC001,OP002,2024-01-13 04:00:00,10006.7,1281,145.4,79.0,14.02,22,74,1.7,14.9,69.4,54.0,fastened,0,NONE,Sunny,Wet,night
586,EXC002,OP002,2024-01-13 04:30:00,9654.1,1274,229.9,81.4,14.24,87,26,17.8,7.3,84.1,86.6,fastened,0,NONE,Rainy,Wet,night
587,EXC005,OP007,2024-01-13 05:00:00,9215.3,2162,301.21452294099373,9.0,15.74,43,15,2.4,20.2,106.26545486967129,70.7,fastened,0,NONE,Sunny,Dry,night
588,EXC002,OP010,2024-01-13 05:30:00,4601.3,749,274.5,5.2,13.7,43,119,14.8,16.3,64.8,43.5,fastened,0,P0100,Rainy,Dry,day
589,EXC004,OP001,2024-01-13 06:00:00,11114.5,2072,111.3,26.3,9.0,14,30,9.4,21.7,82.4,77.4,fastened,0,NONE,Sunny,Dry,night
590,EXC005,OP001,2024-01-13 06:30:00,10760.7,2335,305.6147290129183,26.3,5.18,9,86,14.1,14.6,81.0,76.4,fastened,0,NONE,Sunny,Dry,night
591,EXC003,OP009,2024-01-13 07:00:00,7844.7,1281,287.6,58.5,7.04,26,88,5.4,0.5,86.8,97.5,fastened,0,NONE,Windy,Frozen,day
592,EXC001,OP004,2024-01-13 07:30:00,7389.8,1903,287.2,26.8,5.47,75,100,8.6,3.3,67.6,77.7,fastened,0,NONE,Windy,Dry,day
593,EXC005,OP002,2024-01-13 08:00:00,4109.7,2243,240.0,39.7,2.24,55,43,17.6,5.9,108.4,47.6,unfastened,0,NONE,Cloudy,Frozen,night
594,EXC002,OP002,2024-01-13 08:30:00,8857.1,741,123.9,48.1,3.02,65,79,1.7,15.5,76.0,97.5,fastened,0,NONE,Rainy,Dry,day
595,EXC003,OP007,2024-01-13 09:00:00,11268.0,1907,188.9,62.1,0.72,3,60,11.2,14.2,93.8,58.3,fastened,1,NONE,Windy,Dry,night
596,EXC005,OP001,2024-01-13 09:30:00,3863.0,1311,294.49575535972747,99.7,3.94,22,33,17.2,4.5,67.3,80.4,fastened,0,P0217,Rainy,Muddy,day
597,EXC005,OP005,2024-01-13 10:00:00,3502.6,1250,123.4,70.4,15.12,24,90,2.3,15.4,57.0,74.7,fastened,0,NONE,Rainy,Frozen,day
598,EXC005,OP010,2024-01-13 10:30:00,3236.6,1192,276.3,30.3,9.9,86,92,15.1,6.1,71.9,60.6,fastened,0,NONE,Rainy,Dry,day
599,EXC002,OP005,2024-01-13 11:00:00,11799.6,873,191.9,38.3,7.32,64,66,5.0,14.7,76.2,63.6,fastened,0,P0562,Rainy,Muddy,day
600,EXC004,OP002,2024-01-13 11:30:00,6529.8,1693,263.8,9.1,4.65,69,103,3.6,6.8,54.7,77.9,fastened,0,NONE,Sunny,Wet,night
601,EXC002,OP008,2024-01-13 12:00:00,11614.1,715,111.9,44.9,10.82,34,78,3.0,4.6,90.3,90.6,fastened,0,NONE,Sunny,Frozen,night
602,EXC003,OP005,2024-01-13 12:30:00,7446.8,639,102.3,61.0,17.53,28,92,13.2,10.9,64.2,94.9,fastened,0,NONE,Cloudy,Frozen,day
603,EXC002,OP004,2024-01-13 13:00:00,3592.2,818,166.1,95.2,6.59,18,92,0.6,21.6,82.8,97.5,unfastened,0,NONE,Rainy,Muddy,night
604,EXC005,OP003,2024-01-13 13:30:00,7078.1,1625,291.4,30.5,15.33,58,106,7.6,14.2,53.0,46.8,fastened,0,NONE,Windy,Dry,day
605,EXC004,OP008,2024-01-13 14:00:00,1949.8,2365,249.6,28.1,16.94,62,80,12.5,7.7,68.7,50.9,fastened,0,NONE,Sunny,Wet,day
606,EXC005,OP005,2024-01-13 14:30:00,5432.4,1444,234.6,6.6,14.27,43,16,2.5,11.4,58.2,51.9,fastened,0,P0100,Cloudy,Wet,night
607,EXC002,OP005,2024-01-13 15:00:00,5370.2,1043,319.5,59.6,10.85,85,115,4.0,9.6,63.5,96.5,fastened,0,NONE,Cloudy,Muddy,day
608,EXC005,OP008,2024-01-13 15:30:00,6960.8,1395,176.4,99.6,5.79,80,115,2.7,0.7,84.1,45.7,fastened,0,NONE,Rainy,Muddy,day
609,EXC002,OP004,2024-01-13 16:00:00,4708.2,1874,287.1,40.3,1.08,70,90,0.5,14.8,42.5,80.4,fastened,0,NONE,Rainy,Muddy,day
610,EXC004,OP007,2024-01-13 16:30:00,5516.1,602,124.1,52.3,13.39,50,113,8.2,4.5,49.6,95.5,fastened,0,P0562,Cloudy,Dry,night
611,EXC001,OP002,2024-01-13 17:00:00,10526.2,1782,137.6,10.5,17.23,46,32,8.9,11.8,58.8,73.4,fastened,0,NONE,Rainy,Dry,day
612,EXC004,OP006,2024-01-13 17:30:00,2246.7,2297,205.2,59.3,12.56,59,108,17.0,1.6,51.9,40.5,fastened,1,NONE,Windy,Muddy,day
613,EXC004,OP005,2024-01-13 18:00:00,11079.5,841,311.1,25.0,1.13,68,24,13.1,17.4,44.0,43.8,fastened,0,P0217,Rainy,Frozen,night
614,EXC004,OP006,2024-01-13 18:30:00,6508.6,912,254.7,6.5,2.94,13,80,17.5,0.4,95.4,81.2,fastened,0,P0562,Windy,Muddy,night
615,EXC002,OP004,2024-01-13 19:00:00,7583.6,646,124.8,70.0,7.38,88,66,13.6,7.1,43.0,63.1,fastened,1,NONE,Rainy,Dry,day
616,EXC005,OP002,2024-01-13 19:30:00,1340.8,717,310.1,19.0,17.81,72,103,17.6,8.4,81.3,69.3,fastened,0,NONE,Windy,Frozen,day
617,EXC001,OP010,2024-01-13 20:00:00,1828.6,1446,268.5,14.6,1.99,66,68,4.5,17.0,66.1,42.6,fastened,0,P0562,Rainy,Wet,day
618,EXC004,OP005,2024-01-13 20:30:00,8817.6,1294,262.1,26.7,6.06,2,76,3.0,21.4,43.1,92.1,fastened,0,NONE,Rainy,Frozen,night
619,EXC003,OP008,2024-01-13 21:00:00,10817.9,1805,221.3,18.1,10.16,4,44,7.0,4.2,53.7,92.5,fastened,0,NONE,Cloudy,Frozen,night
620,EXC001,OP010,2024-01-13 21:30:00,6274.4,2001,186.6,64.2,2.46,52,64,8.9,3.1,38.8,74.9,fastened,0,P0100,Rainy,Dry,day
621,EXC005,OP005,2024-01-13 22:00:00,2093.6,1696,124.2,30.4,2.56,70,50,14.8,13.7,37.7,67.6,unfastened,1,NONE,Rainy,Dry,night
622,EXC004,OP009,2024-01-13 22:30:00,9583.3,1976,236.4,68.7,1.7,50,112,9.7,4.8,58.7,62.8,fastened,1,NONE,Windy,Frozen,day
623,EXC001,OP005,2024-01-13 23:00:00,11018.6,2367,128.1,56.9,9.3,15,69,17.1,0.5,90.4,51.5,fastened,0,NONE,Rainy,Dry,day
624,EXC002,OP001,2024-01-13 23:30:00,8075.1,1521,229.8,38.6,5.51,27,32,5.2,5.1,61.8,94.5,fastened,0,P0100,Cloudy,Dry,night
625,EXC004,OP009,2024-01-14 00:00:00,2276.1,1639,218.7,23.4,1.19,39,14,10.4,5.2,75.5,68.4,fastened,0,P0100,Sunny,Wet,night
626,EXC001,OP009,2024-01-14 00:30:00,5008.4,1588,231.2,68.9,9.28,20,103,11.7,12.1,40.3,46.3,fastened,0,NONE,Windy,Wet,day
627,EXC003,OP006,2024-01-14 01:00:00,11284.0,1082,281.9,54.8,13.28,86,78,2.8,9.9,100.5,86.0,fastened,0,NONE,Cloudy,Wet,night
628,EXC001,OP009,2024-01-14 01:30:00,2379.8,673,190.5,73.5,12.2,76,58,14.1,7.3,56.4,96.4,fastened,0,NONE,Windy,Wet,day
629,EXC001,OP007,2024-01-14 02:00:00,2132.0,1606,196.1,53.1,12.48,80,41,11.5,6.4,45.1,56.4,unfastened,0,NONE,Sunny,Dry,day
630,EXC002,OP009,2024-01-14 02:30:00,8451.3,645,113.2,81.2,10.14,9,42,3.5,5.9,58.3,79.9,fastened,1,P0217,Cloudy,Dry,day
631,EXC004,OP001,2024-01-14 03:00:00,6563.0,1306,163.3,57.2,14.17,41,78,7.4,19.0,107.6,97.8,fastened,1,NONE,Sunny,Wet,day
632,EXC003,OP009,2024-01-14 03:30:00,2536.3,1100,117.8,82.3,1.59,76,65,11.5,10.1,80.4,46.7,fastened,0,NONE,Cloudy,Wet,day
633,EXC002,OP003,2024-01-14 04:00:00,7436.6,1799,131.2,57.2,3.84,25,68,13.2,18.8,39.7,87.1,fastened,0,NONE,Sunny,Wet,night
634,EXC002,OP010,2024-01-14 04:30:00,11246.4,1300,193.9,96.4,12.81,74,80,7.5,21.9,43.0,68.9,fastened,0,NONE,Windy,Frozen,night
635,EXC005,OP010,2024-01-14 05:00:00,10276.8,756,189.6,86.1,6.38,80,112,13.0,10.9,91.0,78.8,fastened,0,NONE,Cloudy,Dry,night
636,EXC004,OP001,2024-01-14 05:30:00,177.7,1598,305.9,29.1,4.68,53,30,4.7,20.4,97.6,50.5,fastened,0,NONE,Cloudy,Dry,night
637,EXC005,OP007,2024-01-14 06:00:00,10533.7,1430,126.3,74.2,0.97,3,79,5.5,3.8,36.6,52.6,fastened,0,NONE,Cloudy,Frozen,night
638,EXC005,OP004,2024-01-14 06:30:00,7560.1,896,132.8,17.5,15.7,81,92,0.2,6.8,53.5,72.2,fastened,0,NONE,Sunny,Muddy,night
639,EXC004,OP003,2024-01-14 07:00:00,3278.8,1936,265.2,91.6,15.16,42,63,8.8,14.5,33.8,54.5,unfastened,0,NONE,Sunny,Muddy,day
640,EXC001,OP010,2024-01-14 07:30:00,1211.7,2377,104.9,37.8,1.56,55,53,3.4,5.2,39.9,74.6,fastened,0,P0217,Sunny,Frozen,day
641,EXC005,OP005,2024-01-14 08:00:00,11657.4,1712,243.2,50.4,5.83,61,67,10.8,13.0,41.0,45.1,fastened,1,NONE,Sunny,Wet,night
642,EXC001,OP006,2024-01-14 08:30:00,445.5,1513,264.5,7.0,4.25,44,87,17.4,19.8,65.0,85.4,fastened,1,NONE,Windy,Dry,night
643,EXC004,OP004,2024-01-14 09:00:00,2297.0,1104,298.03631580478685,87.4,4.12,14,47,18.0,21.4,31.0,55.9,fastened,0,NONE,Rainy,Frozen,night
644,EXC002,OP007,2024-01-14 09:30:00,8087.8,1809,306.81943411394303,95.1,5.02,53,27,6.7,11.8,87.1,82.7,fastened,0,NONE,Cloudy,Dry,night
645,EXC004,OP003,2024-01-14 10:00:00,9119.6,1342,122.8,49.7,5.7,53,19,13.2,16.2,62.3,49.5,unfastened,0,P0562,Cloudy,Frozen,night
646,EXC005,OP004,2024-01-14 10:30:00,3273.3,2329,318.7,22.9,12.86,7,16,17.3,13.3,62.1,86.4,fastened,0,P0100,Sunny,Wet,night
647,EXC004,OP008,2024-01-14 11:00:00,8871.1,1833,289.1,70.9,17.47,17,109,9.4,9.2,107.0,40.8,fastened,0,NONE,Cloudy,Frozen,night
648,EXC002,OP003,2024-01-14 11:30:00,9205.6,1101,260.7,33.2,1.3,19,27,6.0,7.8,56.5,49.9,unfastened,0,NONE,Cloudy,Dry,day
649,EXC004,OP008,2024-01-14 12:00:00,9652.5,2289,141.1,96.2,6.15,32,82,2.8,13.5,33.3,59.6,fastened,1,NONE,Windy,Wet,day
650,EXC001,OP010,2024-01-14 12:30:00,9071.7,1416,194.8,34.6,12.18,50,29,3.2,7.6,62.4,85.2,fastened,1,NONE,Rainy,Dry,day
651,EXC005,OP008,2024-01-14 13:00:00,488.7,1716,256.2,59.7,5.85,55,67,15.4,16.5,67.4,41.8,fastened,1,NONE,Sunny,Muddy,day
652,EXC001,OP004,2024-01-14 13:30:00,10718.5,1897,310.8196707339668,9.7,3.84,10,93,4.7,2.8,67.6,82.9,fastened,1,NONE,Cloudy,Wet,day
653,EXC005,OP002,2024-01-14 14:00:00,6797.1,1777,310.6,99.0,3.44,77,26,4.9,15.8,67.1,53.6,fastened,0,P0100,Sunny,Dry,day
654,EXC001,OP006,2024-01-14 14:30:00,5229.5,1617,310.2,59.7,10.96,72,64,13.4,11.2,56.7,97.8,fastened,0,NONE,Sunny,Muddy,day
655,EXC002,OP005,2024-01-14 15:00:00,390.8,1919,133.1,97.7,3.14,8,56,15.1,1.8,73.7,56.6,fastened,0,P0217,Rainy,Dry,night
656,EXC004,OP003,2024-01-14 15:30:00,7130.5,2259,143.4,33.6,2.19,15,94,3.8,18.5,99.7,48.5,fastened,0,NONE,Cloudy,Muddy,night
657,EXC005,OP004,2024-01-14 16:00:00,2036.8,894,180.1,55.1,13.62,75,72,12.4,12.1,58.7,79.6,fastened,1,NONE,Sunny,Dry,day
658,EXC004,OP010,2024-01-14 16:30:00,6617.3,1618,199.2,6.7,6.52,37,92,8.0,16.2,72.8,56.0,fastened,0,NONE,Rainy,Dry,night
659,EXC002,OP002,2024-01-14 17:00:00,2351.7,1692,197.0,78.2,16.15,39,74,5.0,2.7,97.8,71.3,fastened,0,P0217,Cloudy,Wet,day
660,EXC002,OP003,2024-01-14 17:30:00,8286.2,2260,251.4,20.8,9.19,43,36,9.4,3.4,61.9,84.8,fastened,0,NONE,Cloudy,Muddy,day
661,EXC004,OP004,2024-01-14 18:00:00,1157.3,1636,203.4,45.4,2.81,89,72,14.0,19.3,40.9,86.4,fastened,0,NONE,Sunny,Frozen,day
662,EXC003,OP010,2024-01-14 18:30:00,7244.5,867,140.5,68.7,3.87,14,110,1.8,10.3,64.6,52.8,fastened,0,NONE,Rainy,Muddy,night
663,EXC002,OP004,2024-01-14 19:00:00,7761.2,716,157.4,12.8,15.93,85,54,1.3,6.5,70.4,52.2,unfastened,0,NONE,Cloudy,Wet,night
664,EXC004,OP003,2024-01-14 19:30:00,4803.4,2292,190.5,79.4,2.7,21,94,16.4,11.4,99.5,55.7,fastened,0,NONE,Rainy,Muddy,night
665,EXC003,OP003,2024-01-14 20:00:00,11014.1,2110,214.2,81.6,6.02,80,83,17.3,8.2,98.2,62.9,fastened,0,P0217,Cloudy,Frozen,night
666,EXC005,OP010,2024-01-14 20:30:00,6365.9,894,303.1,55.5,5.81,72,19,9.5,21.4,91.5,83.3,unfastened,0,P0217,Rainy,Wet,night
667,EXC001,OP004,2024-01-14 21:00:00,9031.2,871,121.2,62.5,17.79,68,19,2.6,4.3,60.6,71.4,fastened,0,NONE,Rainy,Muddy,night
668,EXC004,OP004,2024-01-14 21:30:00,5389.7,688,277.0,14.0,17.55,9,72,1.4,11.7,52.2,91.0,fastened,0,NONE,Sunny,Wet,day
669,EXC004,OP004,2024-01-14 22:00:00,9521.4,1370,168.4,47.6,12.61,32,31,2.8,7.3,65.3,80.5,fastened,0,NONE,Sunny,Wet,day
670,EXC005,OP009,2024-01-14 22:30:00,10779.1,800,259.9,84.9,4.62,16,55,5.1,3.6,55.6,75.6,fastened,0,NONE,Cloudy,Frozen,night
671,EXC004,OP008,2024-01-14 23:00:00,5014.6,2339,317.51813928243445,13.5,3.64,51,59,12.3,15.0,108.4,70.2,unfastened,0,P0100,Cloudy,Frozen,night
672,EXC005,OP006,2024-01-14 23:30:00,11611.6,1645,184.7,98.9,1.55,2,60,2.0,3.0,36.8,63.9,fastened,0,NONE,Windy,Dry,day
673,EXC002,OP003,2024-01-15 00:00:00,1922.2,734,197.5,51.2,1.57,88,89,2.5,6.0,70.5,60.1,fastened,0,NONE,Sunny,Dry,night
674,EXC002,OP002,2024-01-15 00:30:00,10169.4,728,265.2,6.2,16.96,62,50,12.8,10.7,60.7,50.1,fastened,0,NONE,Sunny,Dry,night
675,EXC005,OP001,2024-01-15 01:00:00,6357.4,1408,136.6,37.3,11.06,42,21,4.6,9.3,91.8,55.7,fastened,1,NONE,Cloudy,Frozen,night
676,EXC001,OP003,2024-01-15 01:30:00,1747.1,859,176.2,52.6,3.97,74,64,3.9,20.0,77.7,92.3,fastened,1,NONE,Windy,Dry,day
